PC1,PC2,cluster_kmeans
1.4667609495090081,1.023048852986819,1
1.0054155395468403,1.2568513318751604,1
1.5325381859004004,1.0005253381574537,1
1.5458334465578534,0.42751295569450404,3
0.9947293897533629,0.9231247013171957,1
1.1722378676752163,1.0771725536232681,1
0.6957456217335901,-0.9639351280599898,3
1.7045867970828732,-0.23675376369388565,3
2.1683660983150492,-0.3948796817881698,3
0.9807728640027774,0.246197999093601,3
0.8716334096553604,1.257512126419674,1
0.566647917016838,-0.6993435822524868,3
0.9744945019762163,0.9629077782782302,1
1.760704677912632,0.5381356881799468,3
0.8199082631649669,-0.2532941383867677,3
1.1618355361272585,1.398477813729013,1
1.5066597563000044,0.2620988604259785,3
0.6666088012104032,0.9460420002316224,1
-0.593760715537443,0.6255836762569499,1
0.9700510348591794,-1.0189352131707692,3
1.2874689167612476,-0.618452334231634,3
1.3945120076477222,0.9847935485945892,1
0.9369753155350279,0.33100946304955525,3
0.5079559503417184,0.48737051740262444,1
1.658257062284939,-0.09168481773436654,3
0.43880124502052587,0.2955750491307138,3
0.5481740163355688,0.10262480299589816,3
1.8227149410146286,-0.5013595053200841,3
1.5774266097180218,0.1808886254702694,3
1.9887078482014138,1.0983270259803792,1
1.4800616506028248,-0.1800482061487822,3
0.5687632232406478,0.3807287333868609,3
0.8089613357260743,0.9492303344185548,1
1.3719839984021713,1.2620543696848237,1
0.9178351286674462,0.21668728301696077,3
1.0050395245702248,1.7074342788286232,1
0.617443040860402,1.7260343571110812,1
1.6633474350037833,0.4652548767117922,3
1.3858188318338038,-0.11773877134116131,3
1.456728592569343,0.9804097286224543,1
1.196017275810936,1.1706859048890421,1
-0.15814109514861943,0.47876242565409577,1
1.624288633154959,1.128701320888021,1
-1.947821599005008,0.9954055935299917,2
1.1256930194152819,0.37134528112967463,3
0.45786509996729857,-1.2161219899954145,0
1.315527698294543,1.251472014985297,1
1.086917527714317,0.543195251943468,1
0.8554909611717446,0.3196740724183299,3
1.7584429010233,0.4091651741678762,3
0.8071189686691671,0.79301758499689,1
1.9994736864960032,-1.724089668268774,3
0.044144056320590805,0.2035848004886948,1
0.9711353491875846,-0.02931190183400907,3
0.1464711103771419,-0.3940091506655831,3
0.6132857271316672,-0.9751671294330166,3
1.1742168712435912,-0.23397116347651964,3
-2.312934870119888,0.07105199017465622,2
1.1008819604063307,0.23401648743416892,1
1.0800997045117575,1.0860270808090047,1
1.7111740279057832,-0.11292555438410141,3
1.9469954157718983,0.7323702457680141,3
0.42624016816395405,0.33018729709785977,1
0.9110845172810452,-0.24066149283794533,3
1.2942817200856291,0.4521678804282009,3
0.6303228472817425,0.911839624128739,1
1.0313444552364326,1.621039342195145,1
0.5809996859538856,0.6042560131470563,1
0.7073491437689287,-0.5392822819410545,3
0.7594723701450325,0.5520166164552958,1
0.28799693045243147,-0.3609027450522464,3
0.3669530257572683,1.2556872430328352,1
-0.12624538372823807,0.8665556576181254,1
0.8834072741091474,1.0212878874025562,1
0.08804050998556963,1.1862748397480032,1
0.7510352230699199,0.7913593635476841,1
0.9659586877795469,-0.9297209120718815,3
1.1814438592523597,1.7733962810622435,1
0.8687707467130588,0.9638829328788535,1
-1.1131030043628465,-1.129152482862878,2
0.7752472994355588,0.7170227461272308,1
0.47292132349466426,0.09710194011848791,3
1.7919649676935967,0.5346224222876991,3
0.9718939010675429,0.5001100591034078,1
-0.11429191305615531,-0.058633930078779935,3
-0.4004934591722122,0.9992080555429496,1
0.6662386848380037,0.8184901215022362,1
0.5558037756624021,-0.3479164679612522,3
-0.6103421889833247,-0.08653031335522403,3
0.7495341558648221,-0.05816190753724546,3
0.8716833045557354,0.7350576537544226,1
0.6365233879349101,-1.4747191656485152,3
1.54991128499214,1.3446407817096364,1
-0.5613947272918011,0.7452331719873979,1
1.1617806312781018,2.304525283030595,1
0.21858003329024106,1.1903730629449532,1
-0.10263077009681312,0.9205098514210176,1
1.158742368320682,-0.6111585413460268,3
0.6092029583062668,0.2890495038253754,3
0.2290811678315095,0.03199183647316597,3
0.5928215720641097,0.9437442489203813,1
-1.5455449389570248,-0.24466300294819762,2
0.4853384328042857,0.11818275118376387,3
0.34432494209024106,0.8895618264938129,1
0.24445291018339796,0.8928431135482459,1
0.5008157318761656,0.09793781693437249,3
1.6297503022366222,-0.03627145624304306,3
0.9010059483626486,1.0458456196065427,1
-0.13928762680781187,-0.7303428903279013,3
0.3583860603269035,-0.08309429581342588,3
0.2276277429477273,0.017042370094194157,3
0.9053094656906124,0.8212718852949907,1
-0.7991936514115955,-0.2326024144442615,2
-0.04857014741055235,0.4742245737736702,1
0.43399034610261045,1.2812373023015378,1
0.39452671871182554,-0.10164796509712358,3
-2.4165632218551534,-0.5365706533720482,2
1.287571883704435,0.41757104266109374,3
0.874918055271672,-0.35854342096055075,3
-0.7219332347485082,1.1147438979436533,1
-0.2680802837853972,0.2336474341360487,1
1.1949414899700124,1.4501108556131845,1
0.8560341324150031,-0.37495633855668337,3
1.806240887734409,1.498312658693205,1
-1.0775823013498644,1.5903440929202979,1
0.17797413014948,-1.0141653872738818,3
1.3171571845401318,-0.14562492998637638,3
1.181642748762067,1.5215650120533601,1
0.8454040482781999,1.3559568522388514,1
1.7982328820724887,-1.3755525322826132,3
-0.4039758038289387,0.9902611610919068,1
1.2577772723679677,-0.9612565920532391,3
0.44324261245710345,2.3659153120192977,1
-1.2471175324845765,1.354438581578478,1
-0.43054172106206645,-0.2139990373670372,1
0.9537631344371603,-0.9067200966272894,3
0.46482381895063823,0.9085402884265492,1
-0.547419325654975,-0.7333421728229252,3
0.7229911480661542,1.1078246289757703,1
0.18015334019287746,1.2760783187253615,1
0.7564552982827832,0.7962704598374379,1
0.9649224598957662,0.988065321802863,1
0.9323425720694835,-0.34454971227729964,3
0.1078036930564048,0.027272330130353673,3
-0.19330918398164493,0.14940321946970897,1
1.3070843790139544,1.5793812949739567,1
1.1001044611095478,-0.5437774134856599,3
-0.7176184208520672,0.5000704991854954,1
-0.16448026385489717,-0.5913286597020304,3
0.09078633116894924,-0.04223960565084468,3
0.4190875372450954,0.15644100788778048,1
0.8706986491219956,0.06413095674892631,3
0.7149441069235367,-0.5942960410406702,3
0.41543241102117784,0.11711378325238818,3
0.8390215409788635,0.41950934927735256,3
1.3213956465308878,0.1695256378870078,3
0.8494650494286258,0.12146534371580536,3
0.2080534615100518,0.46401193215616243,1
0.9191946550446128,-0.48941377846992323,3
0.8973870498276636,-2.018478009938442,3
0.8067986471708076,0.533957423360029,1
0.3270002537471913,0.7524447552643773,1
1.3110979240789307,-0.3568220767595266,3
0.8552850583380711,0.8418739498661021,1
-0.0853775702246032,-0.045643300834073725,1
0.7753819873342931,1.7098539635147687,1
1.3688513715195452,0.3721972807740294,3
-0.12628591437051553,0.19741912837084846,1
1.6377962572269407,-0.22943190754107698,3
0.2742162621499336,-0.9931327022555129,0
0.8885191725799059,0.3845472348895205,3
-0.5677102311277453,1.2436179898810886,1
1.545222879779835,0.8353480130349672,1
1.8208087501394712,2.2626688163601596,1
1.2237869667086865,0.20847977031847514,3
0.033502596680726776,0.3260796200850187,1
-0.17348411693222637,0.2688062530801839,1
1.7135072950569397,-0.5475991688535304,3
0.9699291773483861,-0.7526025910175315,3
